,created_at,id,full_text,gpe,latitude,longitude
541,Wed Jun 22 17:25:24 +0000 2022,1539660841636995072,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
542,Wed Jun 22 17:25:24 +0000 2022,1539660841636995072,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
543,Wed Jun 22 23:12:57 +0000 2022,1539748305445560321,it’s  ambulances in   are parked outside on the main street waiting to head to  to transfer the inju _locincl_,Gardez,33.5877097,69.2685645
544,Thu Jun 23 00:41:26 +0000 2022,1539770571411554305,it’s  ambulances in   are parked outside on the main street waiting to head to  to transfer the inju _locincl_,Gardez,33.5877097,69.2685645
545,Thu Jun 23 06:35:26 +0000 2022,1539859660211093504,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
546,Thu Jun 23 06:35:26 +0000 2022,1539859660211093504,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
547,Thu Jun 23 09:53:03 +0000 2022,1539909390068858880,خاکسپاری دسته جمعی ۱۵۰۰ کشته زلزله در گیان ولایت پکتیکا  تلفات زلزله  به ۱۵۰۰ کشته و بیش از ۲ ه   _urlincl_ _locincl_,گیان ولایت پکتیکا افغانستان,32.975159,69.399302
548,Thu Jun 23 07:37:05 +0000 2022,1539875174329323520,taliban has sent 6000 of their terrorists to fight hazara ethnic commander in  while 1000s people need help in  _locincl_,Balkhab,35.457987,66.602255
549,Thu Jun 23 07:43:40 +0000 2022,1539876829661696001,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
550,Thu Jun 23 07:33:33 +0000 2022,1539874282494476290,taliban has sent 6000 of their terrorists to fight hazara ethnic commander in  while 1000s people need help in  _locincl_,Balkhab,35.457987,66.602255
551,Thu Jun 23 09:40:46 +0000 2022,1539906298594082817,afghan bread meat cooked in   at corps flown in helicopter for the victims thanks for sharing this important _locincl_,Gardez,33.5877097,69.2685645
552,Thu Jun 23 08:01:07 +0000 2022,1539881222717018112,ministry of defence has deployed six helicopters to move victims of the earthquake to  and  we need ten _locincl_,Gardez,33.5877097,69.2685645
553,Thu Jun 23 04:34:40 +0000 2022,1539829268758364160,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
554,Thu Jun 23 04:34:40 +0000 2022,1539829268758364160,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
555,Thu Jun 23 08:17:42 +0000 2022,1539885393818128384,afghan bread meat cooked in   at corps flown in helicopter for the victims thanks for sharing this important _locincl_,Gardez,33.5877097,69.2685645
556,Wed Jun 22 22:23:54 +0000 2022,1539735961109757952,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
557,Wed Jun 22 20:57:36 +0000 2022,1539714241745281029,it’s  ambulances in   are parked outside on the main street waiting to head to  to transfer the inju _locincl_,Gardez,33.5877097,69.2685645
558,Wed Jun 22 21:38:01 +0000 2022,1539724414497001473,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
559,Wed Jun 22 21:38:01 +0000 2022,1539724414497001473,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
560,Thu Jun 23 06:45:01 +0000 2022,1539862068773486592,43 magnitude earthquake hits ’s  relief work underway world news   _urlincl_ _locincl_,Fayzabad,37.216341,70.613481
561,Wed Jun 22 18:46:11 +0000 2022,1539681168177926144,the most affected areas in earthquake are  in     and  districts of  _locincl_,Zeruk,33.155823,69.326833
562,Wed Jun 22 18:46:11 +0000 2022,1539681168177926144,the most affected areas in earthquake are  in     and  districts of  _locincl_,Zeruk,33.155823,69.326833
563,Wed Jun 22 18:50:00 +0000 2022,1539682131059916802,he death toll stands at more than 1000 and at least 1500 people have been injured in  and  districts   _urlincl_ _locincl_,Barmal,32.71433,69.275053
564,Wed Jun 22 18:36:14 +0000 2022,1539678668024340480,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
565,Wed Jun 22 19:07:26 +0000 2022,1539686518922543107,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
566,Wed Jun 22 19:07:26 +0000 2022,1539686518922543107,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
567,Wed Jun 22 21:45:09 +0000 2022,1539726208593690646,کشور در اوج بحران زلزله با صدها کشته و زخمی و آواره  به دنبال لشکر کشی به هزاره جات   _locincl_,بلخاب,36.222403,67.976013
568,Wed Jun 22 19:36:04 +0000 2022,1539693724392898562,every house you went to there was eight or nine bodies of people killed in the earthquake in  district of  pr _locincl_,Barmal,32.71433,69.275053
569,Thu Jun 23 01:29:41 +0000 2022,1539782712436719618,students and other people gathered at ali baba high school in   to donate blood to the victims of t   _urlincl_ _locincl_,Sharana,33.200177,68.728497
570,Thu Jun 23 01:30:21 +0000 2022,1539782882197000192,últimahora al menos 255 personas murieron y otras 155 resultaron heridas en los distritos de    _locincl_,Ziruk,33.155823,69.326833
571,Thu Jun 23 02:40:15 +0000 2022,1539800471250010112,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
572,Thu Jun 23 02:40:15 +0000 2022,1539800471250010112,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
573,Thu Jun 23 06:10:29 +0000 2022,1539853378204737536,ministry of defence has deployed six helicopters to move victims of the earthquake to  and  we need ten _locincl_,Gardez,33.5877097,69.2685645
574,Thu Jun 23 10:33:02 +0000 2022,1539919453437235206,it’s  ambulances in   are parked outside on the main street waiting to head to  to transfer the inju _locincl_,Gardez,33.5877097,69.2685645
575,Wed Jun 22 17:02:10 +0000 2022,1539654993031987202,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
576,Wed Jun 22 16:47:10 +0000 2022,1539651220172066816,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
577,Wed Jun 22 16:47:10 +0000 2022,1539651220172066816,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
578,Wed Jun 22 16:51:13 +0000 2022,1539652237517012992,afghan red crescent nurses staff and volunteers are currently working to help earthquake victims in the  district _locincl_,Gyan,32.975159,69.399302
579,Wed Jun 22 16:25:52 +0000 2022,1539645858764972033,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
580,Wed Jun 22 16:25:52 +0000 2022,1539645858764972033,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
581,Wed Jun 22 20:17:11 +0000 2022,1539704070973308928,terremotoafganistan deja más de un millar de muertoslos distritos de    y  todos ellos   _urlincl_ _locincl_,Ziruk,33.155823,69.326833
582,Wed Jun 22 20:28:12 +0000 2022,1539706845014671360,earthquake  25 villages are destroyed by earthquake which consists of 60 hous _locincl_,Afghanistan Gian District,32.975159,69.399302
583,Wed Jun 22 20:30:31 +0000 2022,1539707426252914688,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
584,Wed Jun 22 21:20:14 +0000 2022,1539719938415513606,every house you went to there was eight or nine bodies of people killed in the earthquake in  district of  pr _locincl_,Barmal,32.71433,69.275053
585,Wed Jun 22 17:18:11 +0000 2022,1539659025981542401,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
586,Wed Jun 22 17:18:11 +0000 2022,1539659025981542401,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
587,Wed Jun 22 21:15:53 +0000 2022,1539718841915392000,every house you went to there was eight or nine bodies of people killed in the earthquake in  district of  pr _locincl_,Barmal,32.71433,69.275053
588,Wed Jun 22 23:17:31 +0000 2022,1.53975E+18,it’s  ambulances in   are parked outside on the main street waiting to head to  to transfer the inju _locincl_,Gardez,33.5877097,69.2685645
589,Thu Jun 23 08:08:46 +0000 2022,1539883145918644224,video a small village in  district of  province according to taliban 150 people lost their lives as   _urlincl_ _locincl_,Bermal,32.71433,69.275053
590,Wed Jun 22 17:34:44 +0000 2022,1539663189188653056,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
591,Wed Jun 22 17:11:42 +0000 2022,1539657392505618433,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
592,Wed Jun 22 18:52:00 +0000 2022,1539682635609415687,every house you went to there was eight or nine bodies of people killed in the earthquake in  district of  pr _locincl_,Barmal,32.71433,69.275053
593,Wed Jun 22 18:53:39 +0000 2022,1539683049675182080,every house you went to there was eight or nine bodies of people killed in the earthquake in  district of  pr _locincl_,Barmal,32.71433,69.275053
594,Wed Jun 22 19:58:17 +0000 2022,1539699313747677184,every house you went to there was eight or nine bodies of people killed in the earthquake in  district of  pr _locincl_,Barmal,32.71433,69.275053
595,Wed Jun 22 20:02:55 +0000 2022,1539700481353605121,at least 255 people have been killed and 500 others injured in an earthquake in    and  distri _locincl_,Ziruk,33.155823,69.326833
596,Wed Jun 22 22:48:05 +0000 2022,1539742044251475968,continúan las misiones de búsqueda y rescate tras el terremoto en los distritos de  y  de   ht _locincl_,Barmal,32.71433,69.275053
597,Wed Jun 22 22:48:05 +0000 2022,1539742044251475968,continúan las misiones de búsqueda y rescate tras el terremoto en los distritos de  y  de   ht _locincl_,Barmal,32.71433,69.275053
598,Wed Jun 22 18:21:17 +0000 2022,1539674904735453184,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
599,Wed Jun 22 18:36:58 +0000 2022,1539678849138655233,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
600,Wed Jun 22 18:36:58 +0000 2022,1539678849138655233,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
601,Thu Jun 23 11:12:15 +0000 2022,1539929321275539458,this morning in two small villages in  district of  province iom teams confirm at least 50 deaths and 3 _locincl_,Barmal,32.71433,69.275053
602,Thu Jun 23 11:15:12 +0000 2022,1539930065915576320,it’s  ambulances in   are parked outside on the main street waiting to head to  to transfer the inju _locincl_,Gardez,33.5877097,69.2685645
603,Thu Jun 23 08:44:06 +0000 2022,1539892038304272384,43 magnitude earthquake hits afghanistans  relief work underway    _urlincl_ _locincl_,Fayzabad,37.216341,70.613481
604,Thu Jun 23 08:44:06 +0000 2022,1539892038304272384,43 magnitude earthquake hits afghanistans  relief work underway    _urlincl_ _locincl_,Fayzabad,37.216341,70.613481
605,Thu Jun 23 12:15:41 +0000 2022,1539945286121947136,today unhcr rushed initial shelter supplies from  into the earthquake affected areas of  in   _locincl_,Bermal,32.71433,69.275053
606,Wed Jun 22 18:00:14 +0000 2022,1539669607111266304,afghan red crescent nurses staff and volunteers are currently working to help earthquake victims in the  district _locincl_,Gyan,32.975159,69.399302
607,Thu Jun 23 13:02:59 +0000 2022,1539957190496231426,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
608,Thu Jun 23 13:02:59 +0000 2022,1539957190496231426,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
609,Thu Jun 23 03:44:08 +0000 2022,1539816550894653440,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
610,Thu Jun 23 03:44:08 +0000 2022,1539816550894653440,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
611,Thu Jun 23 13:28:16 +0000 2022,1539963551921516544,today unhcr rushed initial shelter supplies from  into the earthquake affected areas of  in   _locincl_,Bermal,32.71433,69.275053
612,Thu Jun 23 13:34:18 +0000 2022,1539965072008683520,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
613,Thu Jun 23 06:02:59 +0000 2022,1539851490428420096,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
614,Thu Jun 23 06:02:59 +0000 2022,1539851490428420096,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
615,Thu Jun 23 07:03:08 +0000 2022,1539866628673773573,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
616,Thu Jun 23 06:48:56 +0000 2022,1539863057706504192,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
617,Thu Jun 23 07:34:35 +0000 2022,1539874542729961473,taliban has sent 6000 of their terrorists to fight hazara ethnic commander in  while 1000s people need help in  _locincl_,Balkhab,35.457987,66.602255
618,Thu Jun 23 12:23:15 +0000 2022,1539947190868742146,today unhcr rushed initial shelter supplies from  into the earthquake affected areas of  in   _locincl_,Bermal,32.71433,69.275053
619,Thu Jun 23 11:14:15 +0000 2022,1539929824659136513,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
620,Thu Jun 23 11:14:15 +0000 2022,1539929824659136513,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
621,Thu Jun 23 11:15:14 +0000 2022,1539930074727710720,every house you went to there was eight or nine bodies of people killed in the earthquake in  district of  pr _locincl_,Barmal,32.71433,69.275053
622,Thu Jun 23 13:02:59 +0000 2022,1539957190496231426,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
623,Thu Jun 23 13:02:59 +0000 2022,1539957190496231426,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
624,Thu Jun 23 14:44:19 +0000 2022,1539982689884901378,in the  district of  alone 300 houses were completely destroyed and 500 destroyed with locals sayin   _urlincl_ _locincl_,Barmal,32.71433,69.275053
625,Thu Jun 23 13:34:33 +0000 2022,1539965133119561729,شمار تلفات زلزلهی تنها دو ولسوالی گیان و  در  به بیش از ۱۰۰۰ کشته و بیش از ۱۵۰۰ زخمی رسید آ _locincl_,برمل ولایت پکتیکا,32.71433,69.275053
626,Wed Jun 22 17:41:49 +0000 2022,1539664973399330818,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
627,Thu Jun 23 03:58:00 +0000 2022,1539820038672289794,taliban has sent 6000 of their terrorists to fight hazara ethnic commander in  while 1000s people need help in  _locincl_,Balkhab,35.457987,66.602255
628,Thu Jun 23 05:01:47 +0000 2022,1539836092773449729,sarhadi who lives in the  district said he had been woken up by the earthquake after  for now we still are _locincl_,Sperah,33.15664,69.491204
629,Thu Jun 23 06:58:23 +0000 2022,1539865434689863680,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
630,Wed Jun 22 21:42:26 +0000 2022,1539725523936583680,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
631,Wed Jun 22 19:08:57 +0000 2022,1539686897555017731,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
632,Wed Jun 22 19:08:57 +0000 2022,1539686897555017731,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
633,Wed Jun 22 19:11:08 +0000 2022,1539687448879546368,breaking at least 255 people have been killed and 155 others injured in an earthquake in    and  di _locincl_,Ziruk,33.155823,69.326833
634,Wed Jun 22 19:18:29 +0000 2022,1539689297569366019,afghan red crescent nurses staff and volunteers are currently working to help earthquake victims in the  district _locincl_,Gyan,32.975159,69.399302
635,Wed Jun 22 18:43:49 +0000 2022,1539680572494299136,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
636,Thu Jun 23 07:35:50 +0000 2022,1539874857306963968,every house you went to there was eight or nine bodies of people killed in the earthquake in  district of  pr _locincl_,Barmal,32.71433,69.275053
637,Thu Jun 23 07:24:05 +0000 2022,1539871900675055616,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
638,Thu Jun 23 07:00:42 +0000 2022,1539866018671124481,district of  province after deadly earthquake earthquake afghanistanearthquake ځائي چارواک   _urlincl_ _locincl_,Barmal,32.71433,69.275053
639,Thu Jun 23 10:31:24 +0000 2022,1539919043414888448,the most affected areas in earthquake are  in     and  districts of  _locincl_,Zeruk,33.155823,69.326833
640,Thu Jun 23 10:31:24 +0000 2022,1539919043414888448,the most affected areas in earthquake are  in     and  districts of  _locincl_,Zeruk,33.155823,69.326833
641,Thu Jun 23 10:33:02 +0000 2022,1539919453437235206,it’s  ambulances in   are parked outside on the main street waiting to head to  to transfer the inju _locincl_,Gardez,33.5877097,69.2685645
642,Thu Jun 23 06:34:29 +0000 2022,1539859421098016768,hundreds of people have been buried and hundreds of homes destroyed in a quake in  and  districts of  p _locincl_,Barmal,32.71433,69.275053
643,Thu Jun 23 06:34:29 +0000 2022,1539859421098016768,hundreds of people have been buried and hundreds of homes destroyed in a quake in  and  districts of  p _locincl_,Barmal,32.71433,69.275053
644,Thu Jun 23 05:51:47 +0000 2022,1539848673600962563,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
645,Thu Jun 23 05:51:47 +0000 2022,1539848673600962563,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
646,Thu Jun 23 06:44:49 +0000 2022,1539862018655764480,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
647,Thu Jun 23 07:27:08 +0000 2022,1539872669360762880,43 magnitude earthquake hits s  a day after 1000 killed in quake   taliban news _urlincl_ _locincl_,Fayzabad,37.216341,70.613481
648,Thu Jun 23 07:27:08 +0000 2022,1539872669360762880,43 magnitude earthquake hits s  a day after 1000 killed in quake   taliban news _urlincl_ _locincl_,Fayzabad,37.216341,70.613481
649,Thu Jun 23 12:43:36 +0000 2022,1539952309861355520,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
650,Thu Jun 23 12:43:36 +0000 2022,1539952309861355520,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
651,Thu Jun 23 04:32:54 +0000 2022,1539828823117537280,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
652,Thu Jun 23 04:32:54 +0000 2022,1539828823117537280,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
653,Wed Jun 22 20:57:10 +0000 2022,1539714131976241153,it’s  ambulances in   are parked outside on the main street waiting to head to  to transfer   _urlincl_ _locincl_,Gardez,33.5877097,69.2685645
654,Thu Jun 23 11:47:33 +0000 2022,1539938206317264896,today unhcr rushed initial shelter supplies from  into the earthquake affected areas of  in   _locincl_,Bermal,32.71433,69.275053
655,Thu Jun 23 11:44:45 +0000 2022,1539937498822057986,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
656,Thu Jun 23 06:29:24 +0000 2022,1539858142275723265,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
657,Thu Jun 23 09:19:00 +0000 2022,1539900822485598209,earthquake  25 villages are destroyed by earthquake which consists of 60 hous _locincl_,Afghanistan Gian District,32.975159,69.399302
658,Thu Jun 23 09:19:24 +0000 2022,1539900923287408640,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
659,Thu Jun 23 09:13:59 +0000 2022,1539899560541184000,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
660,Thu Jun 23 07:43:50 +0000 2022,1539876873152372737,this is  area of   as per sources on the ground 150 civilians lost their lives and aro _locincl_,Bermal district,32.71433,69.275053
661,Thu Jun 23 10:33:10 +0000 2022,1539919484529659904,today unhcr rushed initial shelter supplies from  into the earthquake affected areas of  in   _locincl_,Bermal,32.71433,69.275053
662,Thu Jun 23 02:09:05 +0000 2022,1539792627947556865,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
663,Thu Jun 23 02:09:05 +0000 2022,1539792627947556865,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
664,Thu Jun 23 03:00:01 +0000 2022,1539805447955353604,aima’s doctors headed to  earlier today ehsas’s team had already arrived at the  hospital in    _urlincl_ _locincl_,Urgun,32.9726287,69.2014293
665,Thu Jun 23 06:53:37 +0000 2022,1539864234762313729,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
666,Thu Jun 23 03:36:11 +0000 2022,1539814549091717120,hundreds of people have been buried and hundreds of homes destroyed in a quake in  and  districts of  p _locincl_,Barmal,32.71433,69.275053
667,Thu Jun 23 03:36:11 +0000 2022,1539814549091717120,hundreds of people have been buried and hundreds of homes destroyed in a quake in  and  districts of  p _locincl_,Barmal,32.71433,69.275053
668,Thu Jun 23 04:34:40 +0000 2022,1539829268758364160,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
669,Thu Jun 23 04:34:40 +0000 2022,1539829268758364160,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
670,Wed Jun 22 22:34:28 +0000 2022,1539738621531529218,one village is completely destroyed as a result of earthquake in  district in  province residents in  _locincl_,Gyan,32.975159,69.399302
671,Wed Jun 22 22:50:56 +0000 2022,1539742762332958720,at least 255 people have been killed and 500 others injured in an earthquake in    and  distri _locincl_,Ziruk,33.155823,69.326833
672,Thu Jun 23 11:36:38 +0000 2022,1539935457479475202,interior minister mullah sirajuddin haqqani visited the quakehit areas of  and  districts in    _urlincl_ _locincl_,Barmal,32.71433,69.275053
673,Thu Jun 23 11:55:59 +0000 2022,1539940326869454850,video a small village in  district of  according to taliban 150 people lost their lives as a resu _locincl_,Bermal,32.71433,69.275053
674,Wed Jun 22 16:30:00 +0000 2022,1539646899891761154,in  280 people lost their lives and 600 others injured in an earthquake in the    and   _urlincl_ _locincl_,Ziruk,33.155823,69.326833
675,Wed Jun 22 17:22:18 +0000 2022,1539660059420291073,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
676,Wed Jun 22 17:22:18 +0000 2022,1539660059420291073,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
677,Thu Jun 23 08:13:30 +0000 2022,1539884336220196864,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
678,Thu Jun 23 10:15:38 +0000 2022,1539915074864877570,today unhcr rushed initial shelter supplies from  into the earthquake affected areas of  in   _locincl_,Bermal,32.71433,69.275053
679,Thu Jun 23 13:38:20 +0000 2022,1539966082902921222,just back from a trip to  district  where villages and families have been left devastated b   _urlincl_ _locincl_,Barmal,32.71433,69.275053
680,Thu Jun 23 11:55:10 +0000 2022,1539940123672035329,today unhcr rushed initial shelter supplies from  into the earthquake affected areas of  in   _locincl_,Bermal,32.71433,69.275053
681,Thu Jun 23 11:02:23 +0000 2022,1539926838234980352,this morning in two small villages in  district of  province iom teams confirm at least 50 deaths and 3 _locincl_,Barmal,32.71433,69.275053
682,Thu Jun 23 14:05:59 +0000 2022,1539973042289270785,this morning in two small villages in  district of  province iom teams confirm at least 50 deaths and 3 _locincl_,Barmal,32.71433,69.275053
683,Thu Jun 23 14:07:50 +0000 2022,1539973509228548096,taliban has sent 6000 of their terrorists to fight hazara ethnic commander in  while 1000s people need help in  _locincl_,Balkhab,35.457987,66.602255
684,Thu Jun 23 09:43:17 +0000 2022,1539906930713436160,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
685,Thu Jun 23 09:43:17 +0000 2022,1539906930713436160,search and rescue missions continuing after the earthquake in  and  districts of   http _locincl_,Barmal,32.71433,69.275053
686,Thu Jun 23 11:01:26 +0000 2022,1539926600040517633,this morning in two small villages in  district of  province iom teams confirm at least 50 deaths and 3 _locincl_,Barmal,32.71433,69.275053
687,Thu Jun 23 10:41:22 +0000 2022,1539921549318316032,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
688,Thu Jun 23 11:59:46 +0000 2022,1539941281845190661,today unhcr rushed initial shelter supplies from  into the earthquake affected areas of  in   _locincl_,Bermal,32.71433,69.275053
689,Wed Jun 22 17:40:38 +0000 2022,1539664674240618497,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
690,Wed Jun 22 17:41:23 +0000 2022,1539664861419843584,خاکسپاری دسته جمعی جان باختگان زلزله مرگبار  در شهرستان  افغانستان_تسلیت   _urlincl_ _locincl_,گیان ولایت پکتیکا,32.975159,69.399302
691,Thu Jun 23 06:51:49 +0000 2022,1539863783425953792,this is a small village of  area of   150 civilians have lost their lives and appro _locincl_,Bermal district,32.71433,69.275053
692,Thu Jun 23 12:21:09 +0000 2022,1539946663086891008,today unhcr rushed initial shelter supplies from  into the earthquake affected areas of  in   _locincl_,Bermal,32.71433,69.275053
693,Wed Jun 22 22:45:52 +0000 2022,1539741487390371841,it’s  ambulances in   are parked outside on the main street waiting to head to  to transfer the inju _locincl_,Gardez,33.5877097,69.2685645
694,Wed Jun 22 19:07:11 +0000 2022,1539686453529255936,ministry of defence has deployed six helicopters to move victims of the earthquake to  and  we need ten _locincl_,Gardez,33.5877097,69.2685645
695,Thu Jun 23 08:37:09 +0000 2022,1539890288365379587,afghan bread meat cooked in   at corps flown in helicopter for the victims thanks for sharing this important _locincl_,Gardez,33.5877097,69.2685645
696,Thu Jun 23 08:32:40 +0000 2022,1539889163041898497,hey are not lying just in  and barmal districts hundreds were died i know this from  hosp   _urlincl_ _locincl_,Gardez,33.5877097,69.2685645
697,Thu Jun 23 08:32:40 +0000 2022,1539889163041898497,hey are not lying just in  and barmal districts hundreds were died i know this from  hosp   _urlincl_ _locincl_,Gardez,33.5877097,69.2685645
698,Thu Jun 23 12:43:36 +0000 2022,1539952309861355520,at the  regional hospital ambulances from  pole alam and  are coming and going already at leas _locincl_,Logar,34.0653595,69.160172
